date,time,beds,baths,house_size,house_size_units,lot_size,lot_size_units,zip_code,country,price
11/3/2022,8:29:00 AM,1,1,557,sqft,,,98102,USA,370000
2/28/2022,4:33:00 AM,2,2,1644,sqft,,,98101,USA,2250000
7/2/2022,6:05:00 AM,5,2,2340,sqft,5120,sqft,98106,USA,613000
2/10/2022,8:31:00 PM,3,2.5,1810,sqft,1436,sqft,98107,USA,1000000
2/8/2022,12:24:00 AM,2,1,2530,sqft,5000,sqft,98122,USA,700000
7/11/2022,6:54:00 AM,3,3.5,1820,sqft,1099,sqft,98122,USA,1125000
9/24/2022,11:51:00 AM,2,1,648,sqft,4997,sqft,98107,USA,430000
5/27/2022,3:15:00 PM,2,2.5,1448,sqft,23522,sqft,98103,USA,1325000
11/29/2022,8:42:00 PM,2,1,1660,sqft,12196,sqft,98125,USA,535000
5/7/2022,12:35:00 PM,5,3,2970,sqft,5250,sqft,98117,USA,1225000
2/15/2022,3:06:00 AM,5,4,3030,sqft,5200,sqft,98108,USA,1250000
2/14/2022,6:46:00 PM,3,2,1400,sqft,8910,sqft,98106,USA,530000
1/1/2022,10:08:00 AM,2,1.5,900,sqft,43560,sqft,98133,USA,549755
6/17/2022,12:07:00 AM,3,2,2740,sqft,5000,sqft,98144,USA,1278500
4/18/2022,11:22:00 PM,2,1,720,sqft,6693,sqft,98117,USA,545000
1/19/2022,12:07:00 PM,4,2.5,1880,sqft,3300,sqft,98117,USA,1050000
11/28/2022,3:21:00 AM,3,2.5,1681,sqft,172933,sqft,98126,USA,650000
3/13/2022,2:39:00 AM,4,2,3325,sqft,6000,sqft,98199,USA,1650000
4/19/2022,8:28:00 AM,5,3.5,4397,sqft,6800,sqft,98105,USA,3400000
9/25/2022,1:28:00 AM,3,1.5,1540,sqft,6300,sqft,98126,USA,689000
8/28/2022,12:33:00 PM,3,1,1530,sqft,13503,sqft,98146,USA,435000
10/28/2022,10:14:00 PM,2,2,1015,sqft,87991,sqft,98115,USA,468000
3/31/2022,3:43:00 AM,4,3,2340,sqft,5023,sqft,98108,USA,780000
4/13/2022,7:25:00 AM,1,1,836,sqft,,,98121,USA,605000
9/7/2022,10:08:00 PM,1,1,492,sqft,,,98146,USA,205000
1/8/2022,11:04:00 PM,3,3,1880,sqft,2200,sqft,98107,USA,999950
6/2/2022,7:31:00 PM,2,2,1570,sqft,3060,sqft,98103,USA,849000
12/13/2022,10:49:00 AM,4,2.5,1806,sqft,5000,sqft,98118,USA,745000
6/23/2022,9:14:00 PM,2,2,1595,sqft,,,98119,USA,945000
12/9/2022,4:40:00 PM,2,2,1526,sqft,,,98199,USA,893000
6/7/2022,11:58:00 AM,3,2.5,1346,sqft,1270,sqft,98107,USA,899000
8/3/2022,9:06:00 AM,3,2,1600,sqft,8640,sqft,98117,USA,877500
6/26/2022,9:56:00 AM,2,2,1170,sqft,18295,sqft,98112,USA,655000
6/24/2022,12:58:00 PM,3,2.5,1660,sqft,1681,sqft,98144,USA,690000
12/6/2022,10:18:00 AM,1,1,707,sqft,202989,sqft,98133,USA,325000
12/4/2022,8:12:00 PM,3,2,1390,sqft,6656,sqft,98116,USA,899950
5/26/2022,7:07:00 AM,3,2,2900,sqft,3800,sqft,98199,USA,1305000
11/20/2022,2:03:00 PM,1,1,704,sqft,43560,sqft,98144,USA,519950
6/10/2022,10:30:00 AM,3,4,2400,sqft,5563,sqft,98122,USA,1460000
5/7/2022,12:42:00 AM,3,1,1120,sqft,4000,sqft,98112,USA,985000
3/23/2022,2:48:00 PM,4,2,1710,sqft,3250,sqft,98117,USA,1170000
5/27/2022,5:51:00 AM,3,2,1880,sqft,1751,sqft,98122,USA,955000
8/27/2022,9:23:00 PM,3,3,1454,sqft,760,sqft,98122,USA,890955
3/25/2022,2:59:00 PM,14,5,3884,sqft,4968,sqft,98106,USA,1300000
4/23/2022,8:30:00 AM,3,1.5,2300,sqft,4100,sqft,98107,USA,1125000
8/13/2022,5:45:00 PM,4,3,2520,sqft,3000,sqft,98105,USA,1025000
11/28/2022,4:25:00 PM,4,3,3335,sqft,6000,sqft,98115,USA,1325000
8/31/2022,4:49:00 AM,3,2.5,2118,sqft,2466,sqft,98118,USA,837000
5/23/2022,7:19:00 PM,2,1,910,sqft,4800,sqft,98117,USA,825000
2/10/2022,10:40:00 AM,4,1,2080,sqft,4845,sqft,98117,USA,800000
9/15/2022,9:55:00 PM,2,1,2520,sqft,5000,sqft,98122,USA,810000
10/12/2022,5:32:00 PM,3,2,1560,sqft,5056,sqft,98116,USA,965000
4/15/2022,1:37:00 AM,2,1,1130,sqft,4388,sqft,98199,USA,1180000
7/21/2022,8:14:00 PM,1,1,543,sqft,52707,sqft,98121,USA,425000
11/3/2022,4:45:00 AM,1,1,620,sqft,6090,sqft,98178,USA,524950
11/27/2022,5:05:00 AM,3,3,1720,sqft,8370,sqft,98177,USA,865000
9/23/2022,5:21:00 PM,2,2,1015,sqft,87991,sqft,98115,USA,500000
7/29/2022,9:13:00 AM,1,1,530,sqft,2500,sqft,98118,USA,390800
2/20/2022,12:45:00 PM,4,2,1350,sqft,5300,sqft,98106,USA,700000
4/28/2022,2:30:00 AM,3,2.5,1510,sqft,2656,sqft,98133,USA,717500
7/20/2022,5:29:00 AM,1,1.5,1021,sqft,,,98101,USA,1099900
2/8/2022,7:28:00 AM,3,1,1730,sqft,4200,sqft,98103,USA,900000
1/28/2022,12:43:00 PM,2,2,3120,sqft,14374,sqft,98118,USA,1050000
9/16/2022,11:42:00 AM,4,2.5,2172,sqft,3431,sqft,98105,USA,975000
3/25/2022,4:32:00 PM,3,3.5,1410,sqft,1478,sqft,98117,USA,740000
6/4/2022,10:47:00 AM,1,1,578,sqft,,,98121,USA,379000
4/27/2022,5:12:00 PM,2,2,1350,sqft,4590,sqft,98117,USA,960000
1/2/2022,11:10:00 AM,2,2,900,sqft,2041,sqft,98102,USA,1650000
4/3/2022,8:05:00 AM,2,2.5,1865,sqft,,,98109,USA,890000
6/15/2022,3:15:00 AM,2,2,1174,sqft,800,sqft,98109,USA,779000
12/16/2022,3:34:00 PM,3,1.5,1250,sqft,11761,sqft,98178,USA,552000
10/23/2022,11:55:00 AM,5,3,3590,sqft,6900,sqft,98117,USA,1700000
9/15/2022,4:10:00 AM,3,2,1548,sqft,1139,sqft,98117,USA,850000
3/22/2022,5:24:00 PM,4,3,3030,sqft,6960,sqft,98115,USA,1119000
9/25/2022,10:18:00 PM,1,1,622,sqft,,,98103,USA,387000
8/23/2022,5:54:00 AM,4,2,2245,sqft,7892,sqft,98178,USA,775000
11/17/2022,5:53:00 PM,4,3.5,2627,sqft,5150,sqft,98118,USA,1650000
11/7/2022,5:25:00 AM,4,2.5,3680,sqft,7000,sqft,98118,USA,1880000
10/28/2022,11:03:00 AM,2,1,2170,sqft,6985,sqft,98199,USA,950000
12/23/2022,1:50:00 AM,3,1,1600,sqft,3600,sqft,98119,USA,1023000
5/17/2022,10:12:00 AM,2,2.5,2803,sqft,,,98101,USA,2320000
1/20/2022,10:17:00 PM,3,1.5,2120,sqft,3880,sqft,98105,USA,865000
7/30/2022,12:14:00 AM,3,2.5,1980,sqft,5000,sqft,98146,USA,675000
8/28/2022,6:20:00 AM,3,2,1370,sqft,3060,sqft,98103,USA,1270000
2/8/2022,12:22:00 PM,1,1,723,sqft,,,98133,USA,315000
9/25/2022,5:43:00 PM,4,1.5,1300,sqft,4080,sqft,98122,USA,975000
7/26/2022,6:23:00 PM,3,2,1060,sqft,5290,sqft,98106,USA,599000
9/24/2022,7:46:00 AM,1,1,531,sqft,,,98121,USA,396000
6/3/2022,9:50:00 AM,2,1,770,sqft,5772,sqft,98106,USA,490000
2/11/2022,5:06:00 PM,4,3,2470,sqft,12632,sqft,98115,USA,1180000
1/11/2022,7:47:00 PM,3,2.5,2260,sqft,4000,sqft,98103,USA,1406000
10/21/2022,5:26:00 AM,2,1.5,1120,sqft,966,sqft,98103,USA,605000
4/8/2022,8:26:00 AM,3,3.5,1936,sqft,1770,sqft,98122,USA,1295000
10/2/2022,12:52:00 PM,2,2.5,1560,sqft,1263,sqft,98117,USA,730000
8/18/2022,8:56:00 PM,2,2,1020,sqft,776,sqft,98118,USA,605000
8/8/2022,7:25:00 AM,3,2,1100,sqft,2700,sqft,98122,USA,645000
3/6/2022,12:47:00 PM,3,2,2120,sqft,6400,sqft,98103,USA,1130000
12/21/2022,4:12:00 PM,2,2.5,1400,sqft,824,sqft,98102,USA,1062500
8/20/2022,7:22:00 PM,2,2,1429,sqft,,,98126,USA,855000
11/24/2022,9:36:00 PM,3,2.5,1320,sqft,1396,sqft,98117,USA,835000
2/21/2022,4:52:00 PM,4,4.5,4790,sqft,5000,sqft,98144,USA,1750000
9/20/2022,8:27:00 AM,3,1,1070,sqft,6535,sqft,98168,USA,515000
9/24/2022,5:01:00 PM,2,2.5,1966,sqft,1412,sqft,98103,USA,1495000
12/25/2022,5:40:00 AM,2,2,1146,sqft,43560,sqft,98116,USA,675000
11/13/2022,5:10:00 AM,3,2.5,1047,sqft,680,sqft,98144,USA,720000
11/20/2022,12:05:00 PM,2,1.5,1760,sqft,4000,sqft,98144,USA,650000
6/3/2022,1:10:00 PM,2,2,1030,sqft,7200,sqft,98125,USA,826500
12/24/2022,7:01:00 AM,3,2,1514,sqft,990,sqft,98107,USA,915000
5/20/2022,10:02:00 PM,3,1.5,1520,sqft,7150,sqft,98146,USA,720000
2/20/2022,2:52:00 AM,4,3.5,3360,sqft,6000,sqft,98136,USA,1575000
4/27/2022,11:32:00 PM,3,2,1910,sqft,7500,sqft,98136,USA,725000
2/15/2022,5:18:00 PM,2,2.5,1550,sqft,1131,sqft,98122,USA,1051500
11/5/2022,7:48:00 PM,1,1,641,sqft,,,98122,USA,349000
3/29/2022,12:23:00 PM,3,3,1190,sqft,850,sqft,98144,USA,765000
7/27/2022,12:34:00 AM,4,2,2640,sqft,3840,sqft,98122,USA,700000
9/26/2022,12:35:00 PM,2,1.5,938,sqft,,,98106,USA,425000
3/30/2022,10:48:00 AM,3,3.5,2206,sqft,1500,sqft,98103,USA,1116000
4/28/2022,3:33:00 PM,1,1,680,sqft,,,98104,USA,355000
2/23/2022,6:33:00 PM,2,1,749,sqft,,,98103,USA,489000
4/26/2022,6:22:00 PM,2,2,1353,sqft,,,98115,USA,785000
4/28/2022,3:24:00 PM,1,1,250,sqft,10890000,sqft,98103,USA,159000
9/17/2022,6:53:00 PM,8,4,3136,sqft,8636,sqft,98146,USA,1005000
3/16/2022,12:08:00 AM,2,2,1149,sqft,564,sqft,98115,USA,730000
11/1/2022,6:41:00 PM,1,1,861,sqft,9600,sqft,98126,USA,405000
1/7/2022,1:32:00 AM,4,2.5,2050,sqft,9555,sqft,98177,USA,805000
5/2/2022,11:15:00 AM,2,2,1106,sqft,,,98109,USA,700000
1/11/2022,10:39:00 PM,3,3.5,1930,sqft,6000,sqft,98125,USA,600000
12/14/2022,1:17:00 AM,4,3,3090,sqft,14810,sqft,98168,USA,210000
8/3/2022,12:24:00 PM,3,2,2437,sqft,6500,sqft,98118,USA,1275000
10/6/2022,8:05:00 PM,2,2.5,1330,sqft,856,sqft,98105,USA,699950
1/28/2022,5:57:00 AM,3,2,1680,sqft,6000,sqft,98136,USA,910000
8/23/2022,8:31:00 AM,2,2,834,sqft,,,98115,USA,552450
11/9/2022,10:47:00 AM,2,2,1112,sqft,1484,sqft,98177,USA,675000
1/26/2022,9:38:00 AM,1,1,626,sqft,114562,sqft,98115,USA,275000
2/23/2022,7:09:00 PM,2,1,1230,sqft,5000,sqft,98144,USA,326000
1/29/2022,11:17:00 PM,4,2.5,2840,sqft,4480,sqft,98105,USA,1200000
12/19/2022,8:51:00 AM,2,1.5,1115,sqft,745,sqft,98107,USA,745000
6/13/2022,2:30:00 PM,4,2,2240,sqft,5043,sqft,98106,USA,750000
9/27/2022,7:03:00 AM,3,3,1687,sqft,,,98115,USA,946000
11/30/2022,12:08:00 PM,4,3,1900,sqft,2256,sqft,98103,USA,1150000
2/4/2022,3:08:00 AM,3,3,1970,sqft,8540,sqft,98177,USA,1395000
10/13/2022,3:16:00 PM,3,2.5,1512,sqft,1041,sqft,98144,USA,760000
12/14/2022,2:14:00 AM,1,1,696,sqft,,,98122,USA,449000
9/30/2022,7:56:00 PM,2,1.5,806,sqft,4001,sqft,98106,USA,510000
7/27/2022,10:04:00 PM,2,2,1319,sqft,794,sqft,98107,USA,838000
8/26/2022,7:04:00 PM,2,1,2300,sqft,8799,sqft,98168,USA,525000
4/3/2022,5:14:00 PM,2,1.5,1127,sqft,5500,sqft,98102,USA,1008000
6/22/2022,1:46:00 AM,4,2,2280,sqft,8000,sqft,98168,USA,640000
3/20/2022,12:28:00 PM,2,2,1120,sqft,1168,sqft,98126,USA,789500
4/20/2022,9:03:00 AM,4,3,1960,sqft,5200,sqft,98136,USA,1270000
8/5/2022,9:44:00 AM,1,1,627,sqft,14810,sqft,98101,USA,335000
12/24/2022,8:30:00 AM,2,2,1228,sqft,900,sqft,98109,USA,900000
4/16/2022,2:07:00 AM,3,2,1800,sqft,3172,sqft,98117,USA,1130000
2/16/2022,1:47:00 PM,1,1,883,sqft,,,98119,USA,500000
6/30/2022,8:08:00 PM,4,1,1190,sqft,7320,sqft,98106,USA,463900
3/5/2022,2:10:00 AM,5,5.5,5770,sqft,8226,sqft,98122,USA,5000000
9/3/2022,9:36:00 AM,2,2.5,1710,sqft,962,sqft,98117,USA,875000
9/1/2022,3:12:00 AM,2,2,968,sqft,656,sqft,98103,USA,700000
11/16/2022,12:55:00 PM,2,1,790,sqft,5877,sqft,98178,USA,532500
3/28/2022,4:11:00 AM,1,1,376,sqft,10018,sqft,98199,USA,1000000
8/5/2022,11:09:00 PM,6,5.5,4510,sqft,12196,sqft,98178,USA,2202718
1/7/2022,7:08:00 PM,3,2,1300,sqft,3914,sqft,98199,USA,1100000
10/5/2022,1:06:00 AM,3,3.5,2106,sqft,1785,sqft,98115,USA,1266000
12/3/2022,11:53:00 PM,3,2.5,1573,sqft,1243,sqft,98107,USA,1099950
7/29/2022,10:59:00 PM,4,2,2870,sqft,98881,sqft,98168,USA,703500
6/18/2022,7:38:00 AM,4,3.5,4006,sqft,5000,sqft,98199,USA,2940000
11/26/2022,8:38:00 PM,2,1,1060,sqft,5666,sqft,98108,USA,875000
5/18/2022,1:22:00 PM,1,1,562,sqft,,,98199,USA,285000
11/2/2022,6:25:00 PM,3,2.5,1610,sqft,1426,sqft,98199,USA,840000
8/18/2022,10:04:00 PM,2,3,1212,sqft,30492,sqft,98136,USA,600000
11/4/2022,5:30:00 PM,4,2.5,2390,sqft,3570,sqft,98115,USA,1350000
6/10/2022,11:19:00 AM,2,1,1080,sqft,6000,sqft,98199,USA,950000
1/1/2022,4:54:00 PM,2,1,1350,sqft,6500,sqft,98126,USA,850000
8/24/2022,1:44:00 AM,4,3.5,2795,sqft,6400,sqft,98122,USA,1740000
7/7/2022,12:24:00 PM,2,2,1369,sqft,,,98116,USA,720000
1/4/2022,6:57:00 AM,2,1,970,sqft,2714,sqft,98103,USA,1075000
5/12/2022,9:27:00 AM,3,3.5,1820,sqft,1101,sqft,98122,USA,1250000
8/6/2022,5:54:00 AM,3,2,1770,sqft,7242,sqft,98168,USA,500000
9/17/2022,2:02:00 AM,6,4,3280,sqft,5650,sqft,98118,USA,999950
1/1/2022,10:17:00 AM,3,1,1260,sqft,13939,sqft,98168,USA,440000
3/12/2022,7:53:00 PM,4,2.5,1939,sqft,2499,sqft,98107,USA,1025000
6/27/2022,6:04:00 PM,1,1,610,sqft,,,98101,USA,679950
7/8/2022,6:21:00 PM,4,3,2200,sqft,5586,sqft,98118,USA,874999
10/18/2022,3:46:00 PM,3,3.5,3036,sqft,,,98121,USA,3250000
1/8/2022,8:23:00 AM,3,2.5,1861,sqft,,,98121,USA,1395000
9/10/2022,2:03:00 PM,3,2,1650,sqft,5075,sqft,98126,USA,750000
10/19/2022,11:24:00 AM,1,1,722,sqft,,,98118,USA,299900
9/1/2022,2:54:00 AM,3,2,1260,sqft,2640,sqft,98133,USA,615000
5/3/2022,1:54:00 PM,2,2.5,2714,sqft,,,98102,USA,1735000
10/26/2022,6:48:00 PM,2,2,1020,sqft,776,sqft,98118,USA,605000
10/10/2022,3:37:00 AM,3,3.5,1471,sqft,,,98144,USA,799990
2/1/2022,6:06:00 PM,3,2.5,1500,sqft,1235,sqft,98119,USA,1023500
11/30/2022,3:48:00 PM,2,1,1080,sqft,6000,sqft,98118,USA,650000
5/26/2022,9:46:00 PM,4,2.5,1544,sqft,1562,sqft,98117,USA,889000
6/5/2022,6:39:00 PM,2,2,1004,sqft,,,98125,USA,320000
1/16/2022,5:07:00 PM,4,2,1470,sqft,4000,sqft,98118,USA,460000
12/21/2022,3:27:00 PM,4,2,1680,sqft,2600,sqft,98107,USA,930000
2/16/2022,6:51:00 PM,4,2,2420,sqft,3680,sqft,98126,USA,948750
9/8/2022,4:41:00 PM,4,3.5,2011,sqft,2421,sqft,98136,USA,1130000
7/6/2022,12:44:00 PM,2,2,896,sqft,,,98107,USA,549250
1/31/2022,9:06:00 AM,2,2,1415,sqft,,,98125,USA,445000
9/17/2022,3:33:00 AM,2,2.5,840,sqft,846,sqft,98144,USA,629000
1/17/2022,5:24:00 AM,1,1,434,sqft,6600,sqft,98102,USA,345000
2/8/2022,5:23:00 PM,4,2.5,2730,sqft,5724,sqft,98146,USA,1175000
10/31/2022,5:22:00 AM,3,1.5,1350,sqft,2497,sqft,98118,USA,599000
2/8/2022,10:28:00 PM,3,3.5,1740,sqft,2061,sqft,98122,USA,840000
5/12/2022,1:16:00 PM,3,2.5,1940,sqft,2880,sqft,98118,USA,1140000
1/30/2022,10:23:00 AM,4,1,1340,sqft,6000,sqft,98144,USA,685000
6/7/2022,6:25:00 PM,2,2,1110,sqft,1650,sqft,98103,USA,689000
10/5/2022,2:33:00 AM,3,2.5,1380,sqft,1550,sqft,98115,USA,613000
7/22/2022,5:10:00 AM,3,2.5,1400,sqft,1001,sqft,98136,USA,785000
3/7/2022,6:13:00 PM,3,2,2110,sqft,4000,sqft,98108,USA,815000
4/18/2022,3:25:00 PM,1,1,557,sqft,38332,sqft,98102,USA,399950
9/25/2022,9:20:00 PM,3,2,1830,sqft,5850,sqft,98126,USA,835000
8/10/2022,6:55:00 AM,3,2,1480,sqft,5000,sqft,98116,USA,780000
10/19/2022,7:29:00 AM,3,1.5,1550,sqft,8070,sqft,98133,USA,835000
1/18/2022,7:50:00 PM,3,2,1670,sqft,8573,sqft,98146,USA,620000
3/31/2022,9:47:00 PM,4,2.5,2890,sqft,3060,sqft,98115,USA,1650000
6/30/2022,6:58:00 AM,3,3.5,1590,sqft,1781,sqft,98136,USA,820000
9/12/2022,12:08:00 PM,1,1,630,sqft,17424,sqft,98109,USA,439900
9/10/2022,7:00:00 AM,4,2,1440,sqft,4560,sqft,98126,USA,760000
9/14/2022,9:55:00 PM,3,2.5,2529,sqft,3000,sqft,98122,USA,1650000
12/12/2022,2:03:00 AM,3,3,1086,sqft,16117,sqft,98144,USA,539950
3/28/2022,2:58:00 AM,3,2,1565,sqft,2500,sqft,98103,USA,985000
3/31/2022,12:53:00 PM,2,2,916,sqft,,,98121,USA,760000
8/25/2022,6:39:00 AM,3,7,2190,sqft,5504,sqft,98112,USA,1868000
3/11/2022,12:26:00 AM,2,2,1400,sqft,3060,sqft,98115,USA,530000
2/13/2022,3:26:00 PM,3,3.5,1352,sqft,1680,sqft,98115,USA,886000
7/19/2022,6:37:00 AM,4,4,2030,sqft,5400,sqft,98115,USA,1349000
6/1/2022,10:43:00 PM,3,2,1455,sqft,43560,sqft,98117,USA,959822
3/27/2022,10:40:00 AM,5,4,3240,sqft,8820,sqft,98199,USA,1825000
1/19/2022,8:41:00 PM,3,2,924,sqft,11325,sqft,98126,USA,422000
4/11/2022,5:32:00 PM,2,2,1470,sqft,,,98115,USA,825000
4/5/2022,4:35:00 AM,3,2,1758,sqft,1350,sqft,98103,USA,1130000
9/11/2022,4:40:00 PM,3,2.5,1830,sqft,1175,sqft,98116,USA,960000
12/23/2022,3:34:00 PM,2,1,1019,sqft,,,98107,USA,640000
1/30/2022,3:04:00 PM,4,3,2970,sqft,4000,sqft,98102,USA,1950000
9/6/2022,2:31:00 AM,3,3.5,1500,sqft,1182,sqft,98103,USA,700000
2/2/2022,2:51:00 PM,3,2,2020,sqft,6000,sqft,98119,USA,900000
8/17/2022,7:34:00 PM,3,3.5,2188,sqft,4920,sqft,98112,USA,1700000
1/12/2022,3:13:00 PM,1,1,507,sqft,,,98101,USA,460000
4/28/2022,4:30:00 PM,2,1.5,1131,sqft,43560,sqft,98144,USA,699950
12/16/2022,11:59:00 PM,2,2,982,sqft,,,98122,USA,705000
6/4/2022,10:51:00 PM,2,2,1889,sqft,9601,sqft,98112,USA,2750000
9/3/2022,5:17:00 PM,2,1,1440,sqft,,,98133,USA,699990
11/28/2022,1:53:00 PM,2,2,789,sqft,,,98107,USA,475000
9/4/2022,2:49:00 PM,2,2,1131,sqft,6018,sqft,98116,USA,575000
1/29/2022,5:14:00 AM,4,3,3300,sqft,7700,sqft,98199,USA,1995000
6/10/2022,2:26:00 PM,4,2,2510,sqft,5460,sqft,98115,USA,1025000
8/23/2022,3:49:00 AM,2,2.5,1580,sqft,13503,sqft,98178,USA,1790000
7/9/2022,7:54:00 AM,1,2,966,sqft,,,98121,USA,640000
4/27/2022,2:14:00 AM,1,1,703,sqft,22215,sqft,98126,USA,350000
9/28/2022,12:46:00 PM,2,2,1220,sqft,755,sqft,98118,USA,600000
9/15/2022,1:40:00 AM,9,5,3590,sqft,4680,sqft,98117,USA,1100400
6/29/2022,7:23:00 AM,6,5.5,4299,sqft,6867,sqft,98115,USA,3300000
6/21/2022,7:31:00 PM,1,1,900,sqft,,,98105,USA,369950
10/1/2022,12:48:00 PM,3,2.5,1260,sqft,1252,sqft,98117,USA,750000
9/16/2022,1:00:00 AM,2,2.5,1048,sqft,1048,sqft,98115,USA,760000
5/15/2022,11:14:00 AM,4,1,1470,sqft,8520,sqft,98125,USA,699999
6/20/2022,1:13:00 AM,1,1,1113,sqft,9830,sqft,98102,USA,595000
7/29/2022,9:17:00 PM,2,2,1570,sqft,3250,sqft,98103,USA,715000
8/24/2022,10:06:00 PM,3,2.5,2740,sqft,4800,sqft,98117,USA,1375000
7/5/2022,5:30:00 AM,2,2.5,1470,sqft,780,sqft,98103,USA,885000
12/30/2022,7:13:00 AM,4,2,1710,sqft,9660,sqft,98118,USA,685000
4/5/2022,9:26:00 PM,3,2.5,1580,sqft,1372,sqft,98103,USA,1095000
1/11/2022,4:01:00 PM,2,1,800,sqft,6946,sqft,98125,USA,550000
3/9/2022,1:36:00 PM,3,1,980,sqft,3000,sqft,98103,USA,500000
7/29/2022,11:24:00 PM,5,3.5,3700,sqft,7581,sqft,98122,USA,2075000
7/15/2022,7:29:00 PM,4,2,2352,sqft,5000,sqft,98199,USA,1450000
4/8/2022,8:20:00 PM,3,3,2320,sqft,9465,sqft,98125,USA,675000
4/3/2022,2:21:00 AM,2,2,1503,sqft,6250,sqft,98108,USA,729000
1/22/2022,3:36:00 PM,4,5.5,2410,sqft,9000,sqft,98146,USA,1500000
6/21/2022,4:49:00 PM,2,1.5,950,sqft,43560,sqft,98103,USA,1270000
5/14/2022,4:42:00 PM,3,1.5,1640,sqft,5196,sqft,98103,USA,1060000
1/25/2022,10:15:00 PM,3,1.5,2440,sqft,4000,sqft,98112,USA,1400000
7/4/2022,3:01:00 AM,1,1,594,sqft,16988,sqft,98105,USA,405000
3/26/2022,6:20:00 AM,4,2,1480,sqft,6075,sqft,98118,USA,665000
2/24/2022,5:33:00 AM,3,2.5,1220,sqft,1136,sqft,98118,USA,618000
9/8/2022,6:16:00 AM,3,2,2740,sqft,8340,sqft,98177,USA,1305000
5/24/2022,4:24:00 AM,3,3,2160,sqft,6710,sqft,98118,USA,1300000
12/17/2022,7:04:00 PM,2,2,1400,sqft,802,sqft,98199,USA,850000
6/16/2022,6:15:00 PM,3,2.5,2650,sqft,7548,sqft,98136,USA,1112000
8/12/2022,4:40:00 AM,2,2,2735,sqft,13068,sqft,98121,USA,871000
8/8/2022,8:39:00 AM,1,1,750,sqft,,,98116,USA,420000
6/28/2022,9:04:00 AM,2,1,1201,sqft,5000,sqft,98126,USA,605000
4/29/2022,1:56:00 AM,6,6,3488,sqft,2388,sqft,98103,USA,1225000
9/22/2022,10:08:00 AM,4,2,1742,sqft,54450,sqft,98105,USA,781000
5/30/2022,9:35:00 PM,4,2,2390,sqft,5535,sqft,98105,USA,1195000
8/3/2022,9:21:00 PM,3,1,4018,sqft,5000,sqft,98122,USA,517500
7/16/2022,10:33:00 PM,3,3.5,1530,sqft,3000,sqft,98117,USA,1089000
2/11/2022,5:28:00 AM,1,1,600,sqft,,,98112,USA,370000
2/22/2022,1:58:00 PM,5,3.5,3340,sqft,3600,sqft,98112,USA,2500000
11/26/2022,5:32:00 PM,2,1,2060,sqft,6000,sqft,98106,USA,525000
9/8/2022,12:06:00 AM,3,2.5,1650,sqft,2752,sqft,98106,USA,675000
10/22/2022,12:32:00 AM,1,1,640,sqft,17424,sqft,98144,USA,497000
9/28/2022,3:23:00 AM,2,2,1106,sqft,12632,sqft,98109,USA,1470000
5/3/2022,5:03:00 PM,2,2,1200,sqft,8000,sqft,98199,USA,519000
12/5/2022,10:26:00 AM,3,2.5,1390,sqft,1570,sqft,98126,USA,575000
9/23/2022,12:58:00 AM,3,2,1759,sqft,1188,sqft,98116,USA,890000
12/14/2022,9:27:00 AM,2,1.5,1690,sqft,5027,sqft,98118,USA,779000
1/29/2022,10:40:00 PM,4,3.5,2191,sqft,4120,sqft,98103,USA,1394600
2/4/2022,5:35:00 AM,3,2.5,1380,sqft,1022,sqft,98144,USA,655000
1/6/2022,1:15:00 AM,2,2,877,sqft,114562,sqft,98115,USA,415000
4/21/2022,5:22:00 PM,5,4,2754,sqft,3969,sqft,98126,USA,956000
10/21/2022,11:41:00 PM,3,2,2770,sqft,7770,sqft,98115,USA,700000
3/18/2022,4:55:00 PM,1,1,515,sqft,,,98116,USA,309000
12/15/2022,11:12:00 PM,3,2,2029,sqft,400752,sqft,98115,USA,685000
5/27/2022,9:17:00 PM,4,3,2560,sqft,9956,sqft,98115,USA,890000
3/8/2022,4:12:00 PM,5,3.5,2966,sqft,43560,sqft,98126,USA,1263500
1/8/2022,10:36:00 AM,3,2.5,1763,sqft,2498,sqft,98117,USA,1135000
5/2/2022,9:38:00 AM,3,2.5,1550,sqft,7089,sqft,98116,USA,1350000
12/6/2022,2:16:00 PM,2,1,830,sqft,6600,sqft,98177,USA,645000
6/24/2022,10:17:00 PM,2,2,1019,sqft,,,98119,USA,499000
6/28/2022,6:53:00 PM,1,1,696,sqft,,,98105,USA,385000
3/26/2022,1:29:00 AM,5,3.5,5090,sqft,11761,sqft,98102,USA,4325000
2/14/2022,3:57:00 AM,3,4.5,1460,sqft,1231,sqft,98108,USA,700000
5/16/2022,6:02:00 AM,2,2,1036,sqft,656,sqft,98103,USA,789950
12/9/2022,5:55:00 PM,1,1,854,sqft,,,98103,USA,540000
1/16/2022,6:41:00 AM,3,3,1687,sqft,43560,sqft,98115,USA,1035000
11/29/2022,5:39:00 AM,3,1.5,1430,sqft,8992,sqft,98168,USA,438000
7/14/2022,12:21:00 AM,2,2,1960,sqft,7405,sqft,98168,USA,580000
1/9/2022,1:03:00 PM,4,3.5,2720,sqft,7598,sqft,98115,USA,1395000
11/12/2022,7:48:00 PM,1,1,706,sqft,20037,sqft,98116,USA,520000
11/30/2022,10:49:00 AM,3,2,2600,sqft,4200,sqft,98144,USA,1525000
